transactionId,Date,Hour,name,dollars,user,transactionStatus
239,6/21/23,2:47,BMW,"$1,033.17 ",3,SETTLED
240,1/24/23,14:31,BMW,"$12,505.65 ",33,SETTLED
241,1/30/23,2:39,Aston Martin,"$45,328.25 ",33,SETTLED
242,4/22/23,9:18,Cadillac,"$39,608.31 ",11,SETTLED
243,1/6/23,9:41,Volvo,"$49,008.13 ",21,SETTLED
244,9/22/22,23:28,Acura,"$22,317.87 ",28,SETTLED
245,10/25/22,6:39,Suzuki,"$9,595.86 ",30,SETTLED
246,11/28/22,3:35,Mercedes-Benz,"$18,134.23 ",17,SETTLED
247,6/17/23,15:59,MINI,"$83,393.96 ",6,SETTLED
248,1/23/23,4:41,Pontiac,"$79,518.44 ",4,SETTLED
249,6/19/23,9:35,Dodge,"$18,618.19 ",5,SETTLED
250,6/22/23,3:23,Bentley,"$27,934.00 ",33,SETTLED
251,1/4/23,6:40,Honda,"$83,402.56 ",34,SETTLED
252,9/20/22,7:40,Lincoln,"$2,114.20 ",15,SETTLED
253,6/3/23,18:45,Mercury,"$82,935.20 ",20,SETTLED
254,3/18/23,7:52,Ford,"$79,304.06 ",5,SETTLED
255,12/19/22,8:53,Toyota,"$81,806.74 ",1,SETTLED
256,10/22/22,19:44,BMW,"$22,143.19 ",19,SETTLED
257,1/2/23,2:00,Volkswagen,"$43,683.23 ",31,SETTLED
258,11/19/22,9:41,Saturn,"$91,971.50 ",38,SETTLED
259,12/17/22,8:29,Mazda,"$13,091.91 ",19,SETTLED
260,12/29/22,13:40,Mazda,"$6,043.60 ",4,SETTLED
261,2/3/23,9:03,Ford,"$51,947.70 ",37,SETTLED
262,11/22/22,7:23,Lexus,$448.67 ,37,SETTLED
263,3/10/23,21:22,Mercedes-Benz,$626.71 ,15,SETTLED
264,10/31/22,12:47,Chevrolet,"$78,799.58 ",2,SETTLED
265,2/11/23,6:58,Ford,"$46,120.09 ",30,SETTLED
266,5/28/23,1:18,Mercury,"$58,255.47 ",11,SETTLED
267,3/22/23,3:39,Volvo,"$21,808.25 ",11,SETTLED
268,10/5/22,10:20,Maybach,"$89,895.28 ",15,SETTLED
269,6/6/23,5:46,Volvo,"$85,952.29 ",1,SETTLED
270,7/2/23,21:09,Lincoln,"$80,012.12 ",32,SETTLED
271,3/28/23,6:35,Dodge,"$57,146.15 ",20,SETTLED
272,3/28/23,18:03,Subaru,"$16,197.86 ",30,SETTLED
273,10/10/22,8:53,BMW,"$74,716.14 ",5,SETTLED
274,9/30/22,5:30,Plymouth,"$78,569.90 ",14,SETTLED
275,6/1/23,6:32,Ford,"$47,802.86 ",33,SETTLED
276,9/22/22,2:22,Bentley,"$22,315.87 ",36,SETTLED
277,11/12/22,11:03,Mitsubishi,"$90,442.07 ",36,SETTLED
278,10/20/22,17:03,Volkswagen,"$85,193.70 ",28,SETTLED
279,1/14/23,2:36,Subaru,"$75,981.35 ",22,SETTLED
280,11/11/22,8:21,Eagle,"$73,369.03 ",8,SETTLED
281,6/11/23,2:57,Honda,"$6,616.21 ",31,SETTLED
282,11/12/22,19:39,Ferrari,"$85,111.61 ",10,SETTLED
283,10/14/22,11:36,GMC,"$22,043.88 ",23,SETTLED
284,5/19/23,3:26,Lexus,"$24,254.05 ",18,SETTLED
285,12/24/22,6:51,Dodge,"$91,101.93 ",17,SETTLED
286,11/23/22,15:14,Isuzu,"$47,349.59 ",35,SETTLED
287,1/7/23,14:16,Hyundai,"$6,387.52 ",14,SETTLED
288,10/4/22,23:40,Honda,"$39,984.69 ",12,SETTLED
289,6/1/23,22:17,MINI,"$63,527.40 ",31,SETTLED
290,10/17/22,14:14,Mitsubishi,"$21,809.37 ",3,SETTLED
291,1/21/23,6:37,Ford,"$50,731.79 ",12,SETTLED
292,12/17/22,3:23,Dodge,"$86,361.51 ",4,SETTLED
293,3/2/23,5:22,Plymouth,"$17,925.38 ",2,SETTLED
294,10/18/22,0:40,BMW,"$26,248.07 ",12,SETTLED
295,3/15/23,1:13,Ferrari,"$24,127.68 ",7,SETTLED
296,4/1/23,20:00,Buick,"$92,289.97 ",14,SETTLED
297,9/24/22,3:50,Jeep,"$62,016.32 ",6,SETTLED
298,6/10/23,17:54,Subaru,"$36,114.92 ",30,SETTLED
299,6/19/23,1:43,Ford,"$91,116.49 ",3,SETTLED
300,2/21/23,15:13,Mercedes-Benz,"$59,042.92 ",26,SETTLED
301,10/14/22,12:59,Ford,"$41,908.55 ",2,SETTLED
302,4/18/23,7:19,Ford,"$62,191.98 ",22,SETTLED
303,2/21/23,17:36,Ford,"$22,509.91 ",25,SETTLED
304,9/22/22,8:48,Volkswagen,"$60,228.28 ",1,SETTLED
305,3/13/23,6:50,Mercedes-Benz,"$82,490.39 ",24,SETTLED
306,11/4/22,14:17,Isuzu,"$61,380.58 ",39,SETTLED
307,9/27/22,3:56,Ford,"$8,415.65 ",26,SETTLED
308,5/4/23,22:24,GMC,"$35,788.09 ",12,SETTLED
309,5/24/23,12:19,Nissan,"$87,372.80 ",28,SETTLED
310,10/27/22,21:54,GMC,"$56,758.36 ",29,SETTLED
311,2/14/23,23:17,Kia,"$77,969.16 ",37,SETTLED
312,7/13/23,21:39,BMW,"$76,599.95 ",25,SETTLED
313,4/11/23,21:14,Dodge,"$17,777.35 ",14,SETTLED
314,1/21/23,6:01,Suzuki,"$51,490.89 ",7,SETTLED
315,1/18/23,2:28,Hyundai,"$42,557.53 ",34,SETTLED
316,5/20/23,23:56,Aston Martin,"$34,232.11 ",16,SETTLED
317,7/11/23,9:22,Pontiac,"$47,682.49 ",28,SETTLED
318,11/15/22,19:19,Audi,$377.19 ,23,SETTLED
319,11/24/22,16:42,Mercedes-Benz,"$74,851.88 ",2,SETTLED
320,4/1/23,3:37,Mazda,"$8,877.39 ",5,SETTLED
321,6/13/23,5:51,Land Rover,"$84,940.01 ",6,SETTLED
322,5/8/23,4:41,Ford,"$50,227.02 ",20,SETTLED
323,4/26/23,21:33,Lincoln,$546.62 ,4,SETTLED
324,1/13/23,6:12,GMC,"$80,493.63 ",26,SETTLED
325,3/11/23,14:48,Volvo,"$48,880.23 ",9,SETTLED
326,3/2/23,12:53,Ford,"$53,936.26 ",8,SETTLED
327,1/24/23,14:21,Chevrolet,"$18,128.20 ",33,SETTLED
328,1/22/23,2:05,Nissan,"$55,977.25 ",10,SETTLED
329,1/26/23,19:30,Chevrolet,"$46,316.53 ",14,SETTLED
330,12/25/22,5:48,GMC,"$81,506.80 ",1,SETTLED
331,3/12/23,1:39,Aston Martin,"$66,713.87 ",37,SETTLED
332,12/18/22,21:57,Honda,"$35,781.54 ",16,SETTLED
333,2/1/23,8:32,Lincoln,"$10,199.69 ",1,SETTLED
334,1/22/23,22:33,Dodge,"$87,435.19 ",37,SETTLED
335,9/24/22,17:14,Chrysler,"$30,488.11 ",17,SETTLED
336,6/28/23,12:50,Audi,"$33,818.15 ",24,SETTLED
337,4/2/23,0:30,Lotus,"$24,268.29 ",5,SETTLED
338,6/23/23,19:30,Mitsubishi,"$57,888.95 ",6,SETTLED
339,12/19/22,9:32,Eagle,"$14,475.76 ",23,SETTLED
340,1/2/23,8:51,Lotus,"$50,448.51 ",21,SETTLED
341,12/4/22,14:45,Volvo,"$68,376.59 ",5,SETTLED
342,11/7/22,20:14,Oldsmobile,$517.96 ,24,SETTLED
343,10/21/22,12:58,Ford,"$41,150.34 ",31,SETTLED
344,10/10/22,22:51,Ford,"$38,536.51 ",24,SETTLED
345,4/7/23,11:08,Pontiac,"$57,085.88 ",6,SETTLED
346,5/17/23,7:15,Dodge,"$8,590.48 ",35,SETTLED
347,12/16/22,16:51,Volvo,"$18,861.45 ",28,SETTLED
348,10/5/22,14:31,Chevrolet,"$24,440.48 ",19,SETTLED
349,10/30/22,13:39,Suzuki,"$81,947.26 ",21,SETTLED
350,5/28/23,17:56,Nissan,"$14,674.89 ",27,SETTLED
351,3/18/23,0:05,GMC,"$32,053.11 ",37,SETTLED
352,10/24/22,8:35,Jaguar,"$67,081.17 ",8,SETTLED
353,3/2/23,3:39,Dodge,"$38,744.00 ",27,SETTLED
354,5/28/23,4:51,Jeep,"$31,317.90 ",35,SETTLED
355,9/30/22,8:28,Dodge,"$67,075.07 ",6,SETTLED
356,10/14/22,13:17,Subaru,"$37,651.18 ",33,SETTLED
357,5/13/23,21:46,Pontiac,"$37,469.65 ",7,SETTLED
358,4/28/23,10:58,Lexus,"$53,849.94 ",37,SETTLED
359,12/31/22,21:47,Chevrolet,"$80,350.37 ",11,SETTLED
360,1/5/23,8:00,GMC,$148.20 ,2,SETTLED
361,3/20/23,6:24,Toyota,"$55,676.41 ",37,SETTLED
362,3/3/23,11:03,BMW,"$81,334.73 ",1,SETTLED
363,3/28/23,12:58,Ford,"$11,387.29 ",18,SETTLED
364,10/31/22,9:16,Subaru,"$87,871.68 ",28,SETTLED
365,5/18/23,2:17,BMW,"$80,909.95 ",37,SETTLED
366,2/14/23,23:34,Volvo,"$92,493.81 ",33,SETTLED
367,1/7/23,5:38,Pontiac,"$58,320.76 ",36,SETTLED
368,1/12/23,3:12,Jeep,"$90,510.28 ",21,SETTLED
369,1/22/23,1:02,Volvo,"$70,349.96 ",39,SETTLED
370,7/7/23,9:14,Ford,"$10,041.24 ",19,SETTLED
371,2/17/23,14:19,Chevrolet,"$70,033.62 ",27,SETTLED
372,3/10/23,9:54,Honda,"$88,029.58 ",3,SETTLED
373,4/18/23,18:38,Honda,"$33,221.52 ",6,SETTLED
374,4/17/23,7:02,Mitsubishi,"$71,998.31 ",31,SETTLED
375,12/28/22,16:38,Audi,"$62,031.97 ",21,SETTLED
376,2/6/23,18:20,BMW,"$12,162.31 ",24,SETTLED
377,3/19/23,13:21,Suzuki,"$6,098.62 ",9,SETTLED
378,5/28/23,12:10,Pontiac,"$70,497.84 ",1,SETTLED
379,4/12/23,5:51,Lincoln,"$83,430.79 ",12,SETTLED
380,12/9/22,5:08,Suzuki,"$37,467.22 ",38,SETTLED
381,11/18/22,21:36,Jaguar,"$76,543.76 ",3,SETTLED
382,10/6/22,6:23,Volkswagen,"$63,072.68 ",34,SETTLED
383,4/24/23,1:41,Pontiac,"$60,547.56 ",40,SETTLED
384,11/24/22,14:19,Plymouth,"$27,594.66 ",20,SETTLED
385,1/15/23,7:46,Pontiac,"$49,558.09 ",9,SETTLED
386,7/1/23,9:02,Nissan,"$60,637.20 ",10,SETTLED
387,11/24/22,22:31,Hyundai,"$54,967.54 ",21,SETTLED
388,10/16/22,18:45,Chevrolet,"$88,732.33 ",32,SETTLED
389,5/19/23,19:20,Mercedes-Benz,"$70,328.96 ",16,SETTLED
390,3/9/23,1:13,Volvo,"$52,631.11 ",21,SETTLED
391,12/28/22,15:49,Buick,"$71,594.51 ",16,SETTLED
392,5/10/23,3:49,Jaguar,"$65,697.89 ",7,SETTLED
393,10/10/22,11:14,Nissan,"$70,507.70 ",13,SETTLED
